#    L    TT             EE             BB             TE          
   245    0.60091E+01    0.17536E-01    0.13342E-01   -0.11083E+00
   246    0.59220E+01    0.17703E-01    0.13374E-01   -0.11383E+00
   247    0.58336E+01    0.17872E-01    0.13402E-01   -0.11658E+00
   248    0.57439E+01    0.18043E-01    0.13425E-01   -0.11907E+00
   249    0.56530E+01    0.18214E-01    0.13445E-01   -0.12129E+00
   250    0.55611E+01    0.18385E-01    0.13460E-01   -0.12324E+00
   251    0.54683E+01    0.18556E-01    0.13471E-01   -0.12489E+00
   252    0.53746E+01    0.18726E-01    0.13477E-01   -0.12626E+00
   253    0.52801E+01    0.18895E-01    0.13478E-01   -0.12735E+00
   254    0.51849E+01    0.19064E-01    0.13476E-01   -0.12818E+00
   255    0.50892E+01    0.19231E-01    0.13468E-01   -0.12875E+00
   256    0.49929E+01    0.19397E-01    0.13457E-01   -0.12907E+00
   257    0.48961E+01    0.19561E-01    0.13442E-01   -0.12913E+00
   258    0.47990E+01    0.19724E-01    0.13422E-01   -0.12897E+00
   259    0.47016E+01    0.19885E-01    0.13399E-01   -0.12857E+00
   260    0.46040E+01    0.20043E-01    0.13372E-01   -0.12794E+00
   261    0.45063E+01    0.20199E-01    0.13341E-01   -0.12711E+00
   262    0.44086E+01    0.20353E-01    0.13307E-01   -0.12606E+00
   263    0.43110E+01    0.20503E-01    0.13269E-01   -0.12481E+00
   264    0.42134E+01    0.20651E-01    0.13228E-01   -0.12337E+00
   265    0.41162E+01    0.20795E-01    0.13183E-01   -0.12174E+00
   266    0.40192E+01    0.20936E-01    0.13135E-01   -0.11994E+00
   267    0.39226E+01    0.21074E-01    0.13084E-01   -0.11796E+00
   268    0.38265E+01    0.21207E-01    0.13030E-01   -0.11582E+00
   269    0.37309E+01    0.21337E-01    0.12974E-01   -0.11352E+00
   270    0.36360E+01    0.21462E-01    0.12914E-01   -0.11108E+00
   271    0.35418E+01    0.21583E-01    0.12852E-01   -0.10849E+00
   272    0.34484E+01    0.21699E-01    0.12787E-01   -0.10577E+00
   273    0.33560E+01    0.21811E-01    0.12719E-01   -0.10292E+00
   274    0.32644E+01    0.21917E-01    0.12649E-01   -0.99951E-01
   275    0.31740E+01    0.22018E-01    0.12577E-01   -0.96871E-01
   276    0.30847E+01    0.22114E-01    0.12503E-01   -0.93686E-01
   277    0.29966E+01    0.22204E-01    0.12426E-01   -0.90404E-01
   278    0.29099E+01    0.22288E-01    0.12348E-01   -0.87033E-01
   279    0.28245E+01    0.22366E-01    0.12267E-01   -0.83579E-01
   280    0.27406E+01    0.22438E-01    0.12185E-01   -0.80051E-01
   281    0.26583E+01    0.22503E-01    0.12101E-01   -0.76455E-01
   282    0.25776E+01    0.22562E-01    0.12015E-01   -0.72799E-01
   283    0.24986E+01    0.22614E-01    0.11928E-01   -0.69091E-01
   284    0.24215E+01    0.22658E-01    0.11839E-01   -0.65337E-01
   285    0.23462E+01    0.22696E-01    0.11749E-01   -0.61546E-01
   286    0.22730E+01    0.22726E-01    0.11658E-01   -0.57724E-01
   287    0.22018E+01    0.22748E-01    0.11566E-01   -0.53880E-01
   288    0.21327E+01    0.22763E-01    0.11472E-01   -0.50020E-01
   289    0.20659E+01    0.22769E-01    0.11378E-01   -0.46152E-01
   290    0.20014E+01    0.22767E-01    0.11283E-01   -0.42283E-01
   291    0.19393E+01    0.22757E-01    0.11187E-01   -0.38421E-01
   292    0.18796E+01    0.22737E-01    0.11090E-01   -0.34573E-01
   293    0.18225E+01    0.22709E-01    0.10993E-01   -0.30747E-01
   294    0.17681E+01    0.22672E-01    0.10895E-01   -0.26949E-01
   295    0.17164E+01    0.22626E-01    0.10797E-01   -0.23189E-01
   296    0.16675E+01    0.22570E-01    0.10699E-01   -0.19472E-01
   297    0.16216E+01    0.22504E-01    0.10601E-01   -0.15806E-01
   298    0.15786E+01    0.22428E-01    0.10502E-01   -0.12199E-01
   299    0.15386E+01    0.22342E-01    0.10404E-01   -0.86577E-02
   300    0.15018E+01    0.22246E-01    0.10306E-01   -0.51902E-02
   301    0.14682E+01    0.22139E-01    0.10208E-01   -0.18025E-02
   302    0.14378E+01    0.22023E-01    0.10110E-01    0.15042E-02
   303    0.14104E+01    0.21896E-01    0.10012E-01    0.47298E-02
   304    0.13860E+01    0.21760E-01    0.99154E-02    0.78741E-02
   305    0.13644E+01    0.21615E-01    0.98188E-02    0.10937E-01
   306    0.13457E+01    0.21461E-01    0.97226E-02    0.13918E-01
   307    0.13296E+01    0.21298E-01    0.96269E-02    0.16818E-01
   308    0.13162E+01    0.21128E-01    0.95318E-02    0.19636E-01
   309    0.13052E+01    0.20950E-01    0.94372E-02    0.22373E-01
   310    0.12967E+01    0.20764E-01    0.93433E-02    0.25027E-01
   311    0.12905E+01    0.20572E-01    0.92501E-02    0.27600E-01
   312    0.12866E+01    0.20373E-01    0.91576E-02    0.30090E-01
   313    0.12848E+01    0.20168E-01    0.90658E-02    0.32498E-01
   314    0.12851E+01    0.19956E-01    0.89749E-02    0.34823E-01
   315    0.12874E+01    0.19739E-01    0.88848E-02    0.37067E-01
   316    0.12916E+01    0.19517E-01    0.87957E-02    0.39227E-01
   317    0.12976E+01    0.19290E-01    0.87074E-02    0.41305E-01
   318    0.13053E+01    0.19059E-01    0.86202E-02    0.43300E-01
   319    0.13146E+01    0.18823E-01    0.85340E-02    0.45212E-01
   320    0.13255E+01    0.18584E-01    0.84489E-02    0.47041E-01
   321    0.13378E+01    0.18341E-01    0.83649E-02    0.48787E-01
   322    0.13515E+01    0.18095E-01    0.82820E-02    0.50450E-01
   323    0.13664E+01    0.17847E-01    0.82004E-02    0.52029E-01
   324    0.13825E+01    0.17596E-01    0.81200E-02    0.53525E-01
   325    0.13997E+01    0.17343E-01    0.80409E-02    0.54937E-01
   326    0.14179E+01    0.17088E-01    0.79632E-02    0.56266E-01
   327    0.14370E+01    0.16832E-01    0.78869E-02    0.57511E-01
   328    0.14569E+01    0.16575E-01    0.78120E-02    0.58671E-01
   329    0.14776E+01    0.16318E-01    0.77385E-02    0.59748E-01
   330    0.14989E+01    0.16060E-01    0.76666E-02    0.60741E-01
   331    0.15207E+01    0.15802E-01    0.75963E-02    0.61649E-01
   332    0.15431E+01    0.15545E-01    0.75276E-02    0.62473E-01
   333    0.15658E+01    0.15289E-01    0.74605E-02    0.63213E-01
   334    0.15887E+01    0.15033E-01    0.73951E-02    0.63868E-01
   335    0.16119E+01    0.14780E-01    0.73315E-02    0.64438E-01
   336    0.16352E+01    0.14528E-01    0.72696E-02    0.64924E-01
   337    0.16585E+01    0.14278E-01    0.72096E-02    0.65324E-01
   338    0.16817E+01    0.14031E-01    0.71515E-02    0.65640E-01
   339    0.17048E+01    0.13787E-01    0.70952E-02    0.65870E-01
   340    0.17276E+01    0.13547E-01    0.70410E-02    0.66016E-01
   341    0.17501E+01    0.13310E-01    0.69887E-02    0.66075E-01
   342    0.17721E+01    0.13077E-01    0.69386E-02    0.66050E-01
   343    0.17936E+01    0.12848E-01    0.68905E-02    0.65939E-01
   344    0.18145E+01    0.12624E-01    0.68445E-02    0.65742E-01
   345    0.18348E+01    0.12405E-01    0.68007E-02    0.65459E-01
   346    0.18542E+01    0.12192E-01    0.67592E-02    0.65090E-01
   347    0.18728E+01    0.11984E-01    0.67200E-02    0.64636E-01
   348    0.18904E+01    0.11783E-01    0.66830E-02    0.64095E-01
   349    0.19069E+01    0.11588E-01    0.66484E-02    0.63468E-01
   350    0.19223E+01    0.11400E-01    0.66163E-02    0.62755E-01
   351    0.19365E+01    0.11219E-01    0.65866E-02    0.61956E-01
   352    0.19494E+01    0.11045E-01    0.65592E-02    0.61073E-01
   353    0.19612E+01    0.10878E-01    0.65342E-02    0.60112E-01
   354    0.19718E+01    0.10718E-01    0.65113E-02    0.59074E-01
   355    0.19813E+01    0.10565E-01    0.64907E-02    0.57963E-01
   356    0.19896E+01    0.10419E-01    0.64721E-02    0.56783E-01
   357    0.19968E+01    0.10279E-01    0.64556E-02    0.55537E-01
   358    0.20029E+01    0.10146E-01    0.64409E-02    0.54228E-01
   359    0.20080E+01    0.10019E-01    0.64282E-02    0.52861E-01
   360    0.20120E+01    0.98988E-02    0.64172E-02    0.51438E-01
   361    0.20150E+01    0.97848E-02    0.64080E-02    0.49963E-01
   362    0.20169E+01    0.96768E-02    0.64004E-02    0.48439E-01
   363    0.20179E+01    0.95750E-02    0.63944E-02    0.46870E-01
   364    0.20179E+01    0.94792E-02    0.63898E-02    0.45259E-01
   365    0.20170E+01    0.93892E-02    0.63867E-02    0.43609E-01
   366    0.20152E+01    0.93050E-02    0.63850E-02    0.41925E-01
   367    0.20124E+01    0.92266E-02    0.63845E-02    0.40209E-01
   368    0.20088E+01    0.91537E-02    0.63853E-02    0.38464E-01
   369    0.20043E+01    0.90863E-02    0.63871E-02    0.36695E-01
   370    0.19989E+01    0.90244E-02    0.63901E-02    0.34905E-01
   371    0.19927E+01    0.89677E-02    0.63940E-02    0.33097E-01
   372    0.19858E+01    0.89163E-02    0.63988E-02    0.31274E-01
   373    0.19780E+01    0.88701E-02    0.64045E-02    0.29441E-01
   374    0.19695E+01    0.88288E-02    0.64109E-02    0.27600E-01
   375    0.19602E+01    0.87925E-02    0.64180E-02    0.25755E-01
   376    0.19503E+01    0.87611E-02    0.64257E-02    0.23909E-01
   377    0.19396E+01    0.87344E-02    0.64340E-02    0.22065E-01
   378    0.19282E+01    0.87123E-02    0.64428E-02    0.20228E-01
   379    0.19162E+01    0.86948E-02    0.64519E-02    0.18401E-01
   380    0.19036E+01    0.86818E-02    0.64614E-02    0.16586E-01
   381    0.18903E+01    0.86732E-02    0.64711E-02    0.14788E-01
   382    0.18765E+01    0.86688E-02    0.64810E-02    0.13010E-01
   383    0.18620E+01    0.86686E-02    0.64910E-02    0.11255E-01
   384    0.18470E+01    0.86725E-02    0.65011E-02    0.95271E-02
   385    0.18315E+01    0.86804E-02    0.65111E-02    0.78291E-02
   386    0.18155E+01    0.86922E-02    0.65209E-02    0.61648E-02
   387    0.17989E+01    0.87079E-02    0.65306E-02    0.45374E-02
   388    0.17819E+01    0.87272E-02    0.65400E-02    0.29505E-02
   389    0.17645E+01    0.87501E-02    0.65491E-02    0.14075E-02
   390    0.17466E+01    0.87766E-02    0.65578E-02   -0.88157E-04
   391    0.17283E+01    0.88065E-02    0.65660E-02   -0.15331E-02
