#    L    TT             EE             TE             PP             TP          
   176   0.502101E+04   0.802226E+00  -0.364984E+02   0.267569E+07   0.300628E+04
   177   0.504474E+04   0.791773E+00  -0.358481E+02   0.266050E+07   0.298018E+04
   178   0.506802E+04   0.781555E+00  -0.351707E+02   0.264544E+07   0.295434E+04
   179   0.509083E+04   0.771275E+00  -0.344662E+02   0.263050E+07   0.292877E+04
   180   0.511334E+04   0.761154E+00  -0.337360E+02   0.261570E+07   0.290347E+04
   181   0.513532E+04   0.751193E+00  -0.329803E+02   0.260102E+07   0.287842E+04
   182   0.515684E+04   0.741463E+00  -0.321975E+02   0.258647E+07   0.285362E+04
   183   0.517784E+04   0.731891E+00  -0.313891E+02   0.257205E+07   0.282908E+04
   184   0.519845E+04   0.722550E+00  -0.305543E+02   0.255775E+07   0.280477E+04
   185   0.521862E+04   0.713587E+00  -0.296954E+02   0.254357E+07   0.278071E+04
   186   0.523796E+04   0.704861E+00  -0.288094E+02   0.252951E+07   0.275688E+04
   187   0.525715E+04   0.696511E+00  -0.278978E+02   0.251557E+07   0.273328E+04
   188   0.527581E+04   0.688523E+00  -0.269622E+02   0.250175E+07   0.270991E+04
   189   0.529388E+04   0.680933E+00  -0.260009E+02   0.248805E+07   0.268675E+04
   190   0.531180E+04   0.673791E+00  -0.250163E+02   0.247446E+07   0.266381E+04
   191   0.532882E+04   0.667120E+00  -0.240054E+02   0.246099E+07   0.264109E+04
   192   0.534547E+04   0.660940E+00  -0.229704E+02   0.244763E+07   0.261857E+04
   193   0.536153E+04   0.655297E+00  -0.219128E+02   0.243438E+07   0.259625E+04
   194   0.537722E+04   0.650217E+00  -0.208303E+02   0.242124E+07   0.257413E+04
   195   0.539232E+04   0.645739E+00  -0.197253E+02   0.240821E+07   0.255220E+04
   196   0.540683E+04   0.641897E+00  -0.185969E+02   0.239529E+07   0.253046E+04
   197   0.542089E+04   0.638737E+00  -0.174467E+02   0.238248E+07   0.250891E+04
   198   0.543444E+04   0.636279E+00  -0.162739E+02   0.236977E+07   0.248753E+04
   199   0.544748E+04   0.634560E+00  -0.150793E+02   0.235717E+07   0.246633E+04
   200   0.546000E+04   0.633609E+00  -0.138635E+02   0.234467E+07   0.244529E+04
   201   0.547194E+04   0.633484E+00  -0.126260E+02   0.233227E+07   0.242443E+04
   202   0.548336E+04   0.634192E+00  -0.113681E+02   0.231997E+07   0.240372E+04
   203   0.549420E+04   0.635791E+00  -0.100891E+02   0.230777E+07   0.238318E+04
   204   0.550438E+04   0.638303E+00  -0.879192E+01   0.229568E+07   0.236280E+04
   205   0.551404E+04   0.641772E+00  -0.747437E+01   0.228367E+07   0.234259E+04
   206   0.552304E+04   0.646234E+00  -0.613769E+01   0.227177E+07   0.232254E+04
   207   0.553153E+04   0.651709E+00  -0.478232E+01   0.225996E+07   0.230265E+04
   208   0.553928E+04   0.658250E+00  -0.340875E+01   0.224825E+07   0.228292E+04
   209   0.554645E+04   0.665877E+00  -0.201736E+01   0.223664E+07   0.226335E+04
   210   0.555302E+04   0.674642E+00  -0.609027E+00   0.222511E+07   0.224394E+04
   211   0.555901E+04   0.684574E+00   0.816205E+00   0.221368E+07   0.222469E+04
   212   0.556427E+04   0.695701E+00   0.225741E+01   0.220235E+07   0.220560E+04
   213   0.556900E+04   0.708066E+00   0.371464E+01   0.219110E+07   0.218667E+04
   214   0.557308E+04   0.721663E+00   0.518670E+01   0.217995E+07   0.216790E+04
